Item,Opening Inventory(2021),Purchases (2021),Total Inventory(2021),Cost of Total Inventory,Sales Quantity(2021),Ending Inventory(2021),Average Inventory,COGS,Inventory_turnover,DSI
Windtech MC-6,6,0,6,20.94,0,6,6,0,0,NoTurnover
Windtech PG-95,7,0,7,31.43,0,7,7,0,0,NoTurnover
Windtech SP-30,2,0,2,8.72,0,2,2,0,0,NoTurnover
XGA-2000,1,0,1,149.95,0,1,1,0,0,NoTurnover
XLINK TX Used,1,0,1,0,0,1,1,0,0,NoTurnover
Yamaha BWS20-190CA,1,0,1,0,0,1,1,0,0,NoTurnover
YellowTec YT3200,2,0,2,0,0,2,2,0,0,NoTurnover
Yellowtec Monitor Arm XL Used - Good,1,0,1,95,0,1,1,0,0,NoTurnover
Yellowtec YT3105,15,0,15,5189.25,0,15,15,0,0,NoTurnover
Yellowtec YT3201,7,1,8,6484.5,0,8,7.5,0,0,NoTurnover
Yellowtec YT3220,12,0,12,380.25,0,12,12,0,0,NoTurnover
Yellowtec YT3204,12,0,12,0,0,12,12,0,0,NoTurnover
Yellowtec YT3205 Demo,2,0,2,651.26,0,2,2,0,0,NoTurnover
Yellowtec YT3207,17,0,17,12842.4,0,17,17,0,0,NoTurnover
Yellowtec YT3207 Demo,8,0,8,2227.2,0,8,8,0,0,NoTurnover
Yellowtec YT3211,21,0,21,1989,0,21,21,0,0,NoTurnover
Yellowtec YT3212/1,12,0,12,0,0,12,12,0,0,NoTurnover
Yellowtec YT3213,50,0,50,4513.5,0,50,50,0,0,NoTurnover
Yellowtec YT3214,12,0,12,1062,0,12,12,0,0,NoTurnover
Yellowtec YT3215,9,0,9,945.75,0,9,9,0,0,NoTurnover
Yellowtec YT3216,21,0,21,1559.25,0,21,21,0,0,NoTurnover
Yellowtec YT3218,17,0,17,726.75,0,17,17,0,0,NoTurnover
Yellowtec YT3219,10,0,10,345,0,10,10,0,0,NoTurnover
Yellowtec YT5050,9,0,9,5393.25,0,9,9,0,0,NoTurnover
Yellowtec YT9100,7,0,7,1638,0,7,7,0,0,NoTurnover
AKG K702,6,0,6,1349.46,0,6,6,0,0,NoTurnover
Yellowtec YT9201,4,0,4,336,0,4,4,0,0,NoTurnover
ADJ INNO POCKET Z4,4,0,4,2490.88,0,4,4,0,0,NoTurnover
ADJ INNO POCKET Z4 (B-Stock),2,0,2,0,0,2,2,0,0,NoTurnover
ADJ LTS-6,2,0,2,0,0,2,2,0,0,NoTurnover
ADJ MEGA FLAT HEX PAK,2,0,2,606.22,0,2,2,0,0,NoTurnover
ADJ Saber Spot RGBW,5,0,5,544.5,0,5,5,0,0,NoTurnover
ADJ ULTRA HEX BAR 12 DEMO,1,0,1,0,0,1,1,0,0,NoTurnover
ADJ UV COB CANNON,1,0,1,312.59,0,1,1,0,0,NoTurnover
AKG C414 XLII,4,0,4,2864.16,0,4,4,0,0,NoTurnover
AKG C414 XLII MATCHED PAIR,1,0,1,1583.55,0,1,1,0,0,NoTurnover
AKG C44-USB,407,-242,165,23510.66,0,165,286,0,0,NoTurnover
AKG C44-USB (Copy),55,-53,2,-5330.74,0,2,28.5,0,0,NoTurnover
AKG C44-USB (FBA),101,1,102,0,0,102,101.5,0,0,NoTurnover
AKG C44-USB (New),100,-99,1,-9957.42,0,1,50.5,0,0,NoTurnover
AKG C44-USB B-stock,13,-2,11,1357.8,0,11,12,0,0,NoTurnover
AKG D40,9,0,9,561.33,0,9,9,0,0,NoTurnover
AKG DRUMSET SESSION 1,6,0,6,1615.95,0,6,6,0,0,NoTurnover
AKG HP12U US (FBA),6,0,6,0,0,6,6,0,0,NoTurnover
AKG K240 MKII,12,0,12,1156.68,0,12,12,0,0,NoTurnover
AKG K275 HEADPHONES,36,7,43,2690.43,0,43,39.5,0,0,NoTurnover
AKG K275 HEADPHONES  b-stock,1,1,2,119.7,0,2,1.5,0,0,NoTurnover
AKG K361,13,40,53,6193.62,0,53,33,0,0,NoTurnover
AKG K361-BT,12,1,13,1137.78,0,13,12.5,0,0,NoTurnover
AKG K371,117,1,118,7293.72,0,118,117.5,0,0,NoTurnover
AKG K371 (B-Stock),4,0,4,93.87,0,4,4,0,0,NoTurnover
AKG K371 (FBA),40,0,40,0,0,40,40,0,0,NoTurnover
AKG K371 BT,5,0,5,563.85,0,5,5,0,0,NoTurnover
AKG K371 BT (FBA),25,0,25,0,0,25,25,0,0,NoTurnover
ADJ INNO POCKET SCAN,4,0,4,617.52,0,4,4,0,0,NoTurnover
ADJ FS-1000,2,0,2,327.7,0,2,2,0,0,NoTurnover
ADJ COB CANNON WASH DW,4,0,4,1314.76,0,4,4,0,0,NoTurnover
Yellowtec YT9520,8,0,8,156,0,8,8,0,0,NoTurnover
Yellowtec YT9202,10,0,10,840,0,10,10,0,0,NoTurnover
Yellowtec YT9203,7,0,7,588,0,7,7,0,0,NoTurnover
Yellowtec YT9204,5,0,5,487.5,0,5,5,0,0,NoTurnover
Yellowtec YT9205,11,0,11,1072.5,0,11,11,0,0,NoTurnover
Yellowtec YT9210,3,0,3,292.5,0,3,3,0,0,NoTurnover
Yellowtec YT9301,9,0,9,796.5,0,9,9,0,0,NoTurnover
Yellowtec YT9302,11,0,11,1094.5,0,11,11,0,0,NoTurnover
Yellowtec YT9303,5,0,5,442.5,0,5,5,0,0,NoTurnover
Yellowtec YT9304,19,0,19,1923.75,0,19,19,0,0,NoTurnover
Yellowtec YT9305,10,0,10,1012.5,0,10,10,0,0,NoTurnover
Yellowtec YT9401,8,0,8,84,0,8,8,0,0,NoTurnover
Yellowtec YT9501,3,0,3,65.25,0,3,3,0,0,NoTurnover
Yellowtec YT9550,8,0,8,174,0,8,8,0,0,NoTurnover
ADJ BAR001,4,0,4,96.64,0,4,4,0,0,NoTurnover
Yellowtec iXM,2,0,2,0,0,2,2,0,0,NoTurnover
ZLX-12P-US,6,0,6,1550.88,0,6,6,0,0,NoTurnover
ZLX-15P-US,4,0,4,1293.12,0,4,4,0,0,NoTurnover
Zone Mix 761 (120V) (B-Stock),1,0,1,514.5,0,1,1,0,0,NoTurnover
Zoom F1-LP,14,-3,11,4164.65,0,11,12.5,0,0,NoTurnover
Zoom H2n,13,3,16,5889.48,0,16,14.5,0,0,NoTurnover
dbx 1066 Compressor/limiter,2,0,2,360,0,2,2,0,0,NoTurnover
encore SII-SI-UAA,4,0,4,80.76,0,4,4,0,0,NoTurnover
(FBA) Presonus AudioBox 96 Studio - 25th Anniversary Edition (FBA),72,0,72,11592,0,72,72,0,0,NoTurnover
-USED- DELTA SM-1,1,0,1,0,0,1,1,0,0,NoTurnover
2470001 Heat Shrink,12,0,12,273.96,0,12,12,0,0,NoTurnover
ADJ AC3PDMX10PRO,4,0,4,94.2,0,4,4,0,0,NoTurnover
Shively Labs 158NF-302,3,0,3,521.7,0,3,3,0,0,NoTurnover
Shively Labs 158F-925,7,0,7,269.5,0,7,7,0,0,NoTurnover
Shively Labs 158F-902,4,0,4,154,0,4,4,0,0,NoTurnover
Pelican 1535NF - 015350-0011-110,1,0,1,365.34,0,1,1,0,0,NoTurnover
Pelican 1555NF - 015550-0010-110,3,0,3,328.8,0,3,3,0,0,NoTurnover
Pelican 1607AIRWF - 016070-0000-110,2,0,2,376.96,0,2,2,0,0,NoTurnover
Pelican 1610TP - 016100-0050-110,2,0,2,496.44,0,2,2,0,0,NoTurnover
Pelican 1615-DIV - 016150-0040-110,1,0,1,255.76,0,1,1,0,0,NoTurnover
Pelican 1615AIR - 016150-0000-110,1,0,1,194.86,0,1,1,0,0,NoTurnover
Pelican 1660 - 1660-020-110,1,0,1,278.38,0,1,1,0,0,NoTurnover
Pelican 1700 - 1700-000-110,2,0,2,345.64,0,2,2,0,0,NoTurnover
Pelican 30-WB - 30-WB,3,0,3,43.44,0,3,3,0,0,NoTurnover
Pelican IM2720-X0000 - IM2720-00000,300,0,300,37297.74,0,300,300,0,0,NoTurnover
Phartronics PSI-V3,11,12,23,3385.6,0,23,17,0,0,NoTurnover
Pice Macom SSP10/2150A,3,0,3,405,0,3,3,0,0,NoTurnover
Pico Macom SSP10/2150A ADAPTER,7,-3,4,40,0,4,5.5,0,0,NoTurnover
PolyPhaser BFN,3,0,3,33.75,0,3,3,0,0,NoTurnover
PolyPhaser GT-NFF-AL,2,0,2,71.56,0,2,2,0,0,NoTurnover
PolyPhaser IS-50NX-C0,2,0,2,101.38,0,2,2,0,0,NoTurnover
PolyPhaser IS-75F-C1,3,0,3,214.89,0,3,3,0,0,NoTurnover
PolyPhaser IS-B50HN-C0,1,0,1,0,0,1,1,0,0,NoTurnover
PolyPhaser IS-B50LN-C0-MA,9,0,9,558.9,0,9,9,0,0,NoTurnover
PolyPhaser RGT,4,0,4,240.76,0,4,4,0,0,NoTurnover
PolyPhaser VUF50DHP-MA,1,10,11,1920.19,0,11,6,0,0,NoTurnover
PolyPhaser VUF50NHP-MA,14,0,14,2792.3,0,14,14,0,0,NoTurnover
Polyphaser VUF50DHP-ME,9,0,9,2011.05,0,9,9,0,0,NoTurnover
Popless Voice Screens VAC-PR40,13,0,13,676,0,13,13,0,0,NoTurnover
Porta Brace RS-22,1,0,1,55,0,1,1,0,0,NoTurnover
Potomac RMP-19,1,0,1,36.1,0,1,1,0,0,NoTurnover
Presonus 93-00000080 (and 530-KE0-1P),1,0,1,25,0,1,1,0,0,NoTurnover
Presonus AIR10,2,0,2,600,0,2,2,0,0,NoTurnover
Pelican 1555AIRFS - 015550-4000-000,4,0,4,194.8,0,4,4,0,0,NoTurnover
Pelican 1535AIRFS - 015350-4000-000,1,0,1,106.08,0,1,1,0,0,NoTurnover
Peavey 14XT Compression Driver,1,0,1,42,0,1,1,0,0,NoTurnover
Pelican 1535AIR - 015350-0001-110,15,0,15,2732.58,0,15,15,0,0,NoTurnover
Peavey AmpKit LiNK II,4,0,4,79.96,0,4,4,0,0,NoTurnover
Peavey Audio Performer Pack,1,0,1,352,0,1,1,0,0,NoTurnover
Peavey Ecoustic Amp Footswitch pedal controller,1,0,1,0.01,0,1,1,0,0,NoTurnover
Peavey GateKeeper,1,0,1,97.95,0,1,1,0,0,NoTurnover
Peavey IPR 2 5000 USED,1,0,1,600,0,1,1,0,0,NoTurnover
Peavey PFC 3,2,0,2,0.02,0,2,2,0,0,NoTurnover
Peavey PICK HOLDER,4,0,4,0.04,0,4,4,0,0,NoTurnover
Peavey PV 100' LOW Z MIC CABLE,2,0,2,44.34,0,2,2,0,0,NoTurnover
Peavey PV 112 Enclosure,2,0,2,250,0,2,2,0,0,NoTurnover
Peavey PV 118 Enclosure,2,0,2,340,0,2,2,0,0,NoTurnover
Peavey PV 12M Floor monitor,1,0,1,125,0,1,1,0,0,NoTurnover
Peavey PV 14 AT 120US B-Stock,1,0,1,310,0,1,1,0,0,NoTurnover
Peavey PV 15PM B-Stock,2,0,2,566.2,0,2,2,0,0,NoTurnover
Peavey PV 231EQ (BLK),1,0,1,117,0,1,1,0,0,NoTurnover
Peavey PVX 15,4,0,4,864,0,4,4,0,0,NoTurnover
Peavey PVi18B,2,0,2,357.2,0,2,2,0,0,NoTurnover
Peavey REMOTE SWITCH,2,0,2,29.98,0,2,2,0,0,NoTurnover
Peerless LCT101 Articulating Desktop Mount,1,0,1,50,0,1,1,0,0,NoTurnover
Pelican 015350-0001-110 Demo,1,0,1,0,0,1,1,0,0,NoTurnover
Pelican 0945 - 0940-015-110,4,0,4,60.24,0,4,4,0,0,NoTurnover
Pelican 1040 - 1040-025-110,4,0,4,53.28,0,4,4,0,0,NoTurnover
Pelican 1042 - 1040-400-000,1,0,1,4.04,0,1,1,0,0,NoTurnover
Pelican 1050 - 1050-025-110,8,0,8,111.2,0,8,8,0,0,NoTurnover
Pelican 1150 - 1150-000-110,4,0,4,104.32,0,4,4,0,0,NoTurnover
Pelican 1200 - 1200-000-110,2,0,2,0,0,2,2,0,0,NoTurnover
Pelican 1450 - 1450-000-110,2,0,2,169.32,0,2,2,0,0,NoTurnover
Pelican 1460 - 1460-000-110,7,0,7,1010.8,0,7,7,0,0,NoTurnover
Presonus AIR12,4,0,4,1440,0,4,4,0,0,NoTurnover
Presonus AudioBox 96 Studio,52,0,52,22715,0,52,52,0,0,NoTurnover
Presonus AudioBox Studio Ultimate Bundle,30,0,30,6713,0,30,30,0,0,NoTurnover
Presonus AudioBox iOne,76,-10,66,5292,0,66,71,0,0,NoTurnover
RF Industries P2RFN-M-F,24,0,24,254.4,0,24,24,0,0,NoTurnover
RF Industries RFD-1652-2,19,0,19,1347.71,0,19,19,0,0,NoTurnover
RF Industries RFD-1671-2,12,0,12,349.68,0,12,12,0,0,NoTurnover
RF Industries RFD-1672-2,18,0,18,561.24,0,18,18,0,0,NoTurnover
RF Industries RFD-1673-2,15,0,15,439.52,0,15,15,0,0,NoTurnover
RF Industries RFN-1013-1,12,-2,10,41.6,0,10,11,0,0,NoTurnover
RF Industries RFN-1014-1,14,-1,13,91.46,0,13,13.5,0,0,NoTurnover
RFS 15581070,4,0,4,80,0,4,4,0,0,NoTurnover
RFS 158EIA-HCA158-009K,1,0,1,251.78,0,1,1,0,0,NoTurnover
RFS 158EIA-HCA158-009KT,4,0,4,1007.12,0,4,4,0,0,NoTurnover
RFS 31-B1172A,2,0,2,36,0,2,2,0,0,NoTurnover
RFS 31-B220,2,0,2,36,0,2,2,0,0,NoTurnover
RFS 318EIA-HCA300-009K,6,1,7,6275.76,0,7,6.5,0,0,NoTurnover
RFS 37.10059.001,1,0,1,18,0,1,1,0,0,NoTurnover
RFS 514542-003,8,-1,7,68.39,0,7,7.5,0,0,NoTurnover
RFS 514542-004,7,0,7,76.72,0,7,7,0,0,NoTurnover
RFS 514542-006,9,0,9,137.88,0,9,9,0,0,NoTurnover
RFS 622720,3,-2,1,10,0,1,2,0,0,NoTurnover
RFS 716F-LCF78-D01K,43,0,43,960.14,0,43,43,0,0,NoTurnover
RFS 716M-LCF12-D01,27,0,27,564.52,0,27,27,0,0,NoTurnover
RFS 734752,1,0,1,15,0,1,1,0,0,NoTurnover
RFS 734773,1,0,1,15,0,1,1,0,0,NoTurnover
RFS 734803,1,0,1,15,0,1,1,0,0,NoTurnover
RFS 734837,2,0,2,30,0,2,2,0,0,NoTurnover
RFS 734904,1,0,1,15,0,1,1,0,0,NoTurnover
RFS 735000,3,0,3,30,0,3,3,0,0,NoTurnover
RFS 738226,1,0,1,75,0,1,1,0,0,NoTurnover
RELOOP MIXON-4,5,3,8,6523.61,0,8,6.5,0,0,NoTurnover
RDL ST-ACR1 Audio Relay,1,0,1,33.33,0,1,1,0,0,NoTurnover
RDL Radio Design Labs ST-P600 Used - Good,1,0,1,11.11,0,1,1,0,0,NoTurnover
Presonus Studio 1810,4,0,4,1036,0,4,4,0,0,NoTurnover
Presonus AudioBox iTwo,72,0,72,3010,0,72,72,0,0,NoTurnover
Presonus AudioBox iTwo Studio,79,-72,7,3822,0,7,43,0,0,NoTurnover
Presonus Blue Tube DP V2,29,23,52,13920,0,52,40.5,0,0,NoTurnover
Presonus Eris E66,3,4,7,1311,0,7,5,0,0,NoTurnover
Presonus Eris E66 (Pair),1,0,1,378,0,1,1,0,0,NoTurnover
Presonus Eris E8 (Pair),1,0,1,270,0,1,1,0,0,NoTurnover
Presonus FaderPort 16,6,0,6,4200,0,6,6,0,0,NoTurnover
Presonus FaderPort 8,7,8,15,6613,0,15,11,0,0,NoTurnover
Presonus FaderPort USB,12,-5,7,1078,0,7,9.5,0,0,NoTurnover
Presonus HP4,138,-36,102,17390,0,102,120,0,0,NoTurnover
Presonus Quantum 2,2,0,2,1956,0,2,2,0,0,NoTurnover
Presonus Quantum 26x32,8,0,8,5592,0,8,8,0,0,NoTurnover
Presonus Studio 26,5,0,5,650,0,5,5,0,0,NoTurnover
RDL Radio Design Labs ST-MX4 Used - Good,2,0,2,113.12,0,2,2,0,0,NoTurnover
Presonus StudioLive 24R,2,0,2,1950,0,2,2,0,0,NoTurnover
Presonus StudioLive AR8,1,0,1,313.73,0,1,1,0,0,NoTurnover
Presonus StudioLive AR8 B-Stock,1,0,1,243.64,0,1,1,0,0,NoTurnover
Presonus StudioLive AR8 Demo,1,0,1,243.64,0,1,1,0,0,NoTurnover
Presonus Temblor T10,3,12,15,3870,0,15,9,0,0,NoTurnover
Presonus Temblor T8,31,0,31,6534,0,31,31,0,0,NoTurnover
Pro CO Sound Short Stops,6,0,6,658.9,0,6,6,0,0,NoTurnover
Pyle Pro PSTND18,4,0,4,60,0,4,4,0,0,NoTurnover
Pyramid MDC-7,6,0,6,60,0,6,6,0,0,NoTurnover
Quabbin 5200,9000,0,9000,990,0,9000,9000,0,0,NoTurnover
Quabbin 5202,1000,0,1000,110,0,1000,1000,0,0,NoTurnover
RDL Radio Design Labs RU-AED4 Used - Good,3,0,3,330,0,3,3,0,0,NoTurnover
Peavey 89TF,1,0,1,0.01,0,1,1,0,0,NoTurnover
Paypal Fee Don't Use,1000,0,1000,0,0,1000,1000,0,0,NoTurnover
Shively Labs 158F-901,8,0,8,1468,0,8,8,0,0,NoTurnover
Neutrik NC3FEZY-B,23,0,23,0.23,0,23,23,0,0,NoTurnover
Neutrik NC3FP-BAG-1,11,0,11,28.38,0,11,11,0,0,NoTurnover
Neutrik NC3FX-BAG,89,0,89,253.65,0,89,89,0,0,NoTurnover
Neutrik NC3FXX-BAG-D,100,0,100,244,0,100,100,0,0,NoTurnover
Neutrik NC3FXX-HA,12,0,12,27.96,0,12,12,0,0,NoTurnover
Neutrik NC3MB4,46,0,46,0.46,0,46,46,0,0,NoTurnover
Neutrik NC3MD-L-B-1,60,0,60,166.8,0,60,60,0,0,NoTurnover
Neutrik NC3MEZY-B,5,0,5,0.05,0,5,5,0,0,NoTurnover
Neutrik NC3MEZY-NI,8,0,8,0.08,0,8,8,0,0,NoTurnover
Neutrik NC3MP-BAG,207,0,207,503.01,0,207,207,0,0,NoTurnover
Neutrik NC3MX-BAG,92,0,92,242.88,0,92,92,0,0,NoTurnover
Neutrik NC3MX-D,32,0,32,66.56,0,32,32,0,0,NoTurnover
Neutrik NC3MXX-HA,75,0,75,154.5,0,75,75,0,0,NoTurnover
Neutrik NC4MP-BAG,26,0,26,78.26,0,26,26,0,0,NoTurnover
Neutrik NC5FP-1-BAG,36,0,36,209.88,0,36,36,0,0,NoTurnover
Neutrik NC5MP-BAG,9,0,9,43.83,0,9,9,0,0,NoTurnover
Neutrik NC6FX,10,0,10,56.5,0,10,10,0,0,NoTurnover
Neutrik NC6MP-BAG,3,0,3,19.59,0,3,3,0,0,NoTurnover
Neutrik NCFDM3-L-1,84,0,84,202.44,0,84,84,0,0,NoTurnover
Neutrik NCJ6FIS,3,0,3,6.84,0,3,3,0,0,NoTurnover
Neutrik NCMEZ-B,98,0,98,166.6,0,98,98,0,0,NoTurnover
Neutrik NL4FC,93,0,93,426.87,0,93,93,0,0,NoTurnover
Neutrik NL4MPR,16,0,16,33.92,0,16,16,0,0,NoTurnover
Neutrik NP2C,48,0,48,122.88,0,48,48,0,0,NoTurnover
Neutrik NP2X,39,0,39,94.77,0,39,39,0,0,NoTurnover
Neutrik NP3X-B,50,0,50,224.5,0,50,50,0,0,NoTurnover
Neutrik NYS321L,12,0,12,8.76,0,12,12,0,0,NoTurnover
Neutrik NYS373-0,108,0,108,143.64,0,108,108,0,0,NoTurnover
Neutrik NC3FP-1,69,0,69,167.67,0,69,69,0,0,NoTurnover
Neutrik NA2MP-UW,9,0,9,63.63,0,9,9,0,0,NoTurnover
Pasternack Electronics PE3062-36,2,0,2,156.56,0,2,2,0,0,NoTurnover
Neutrik 103M,2,0,2,12.84,0,2,2,0,0,NoTurnover
"Middle Atlantic MW-4QT-FC 4.5""(4)FAN/TOP W/FC M/W",1,0,1,245,0,1,1,0,0,NoTurnover
Monoprice Blackbird HDMI Extender,34,0,34,1305.26,0,34,34,0,0,NoTurnover
Moseley SL0003Q-4S Used - Good,1,0,1,5720,0,1,1,0,0,NoTurnover
Moseley SL9003-T1 sys. SOLD AS-IS,1,0,1,250,0,1,1,0,0,NoTurnover
Myat 101-021,4,0,4,0,0,4,4,0,0,NoTurnover
Myat 101-050,1,0,1,172.5,0,1,1,0,0,NoTurnover
Myat 201-009,2,0,2,97.5,0,2,2,0,0,NoTurnover
Myat 201-012,7,0,7,52.5,0,7,7,0,0,NoTurnover
Myat 201-019,26,0,26,1170,0,26,26,0,0,NoTurnover
Myat 201-023,5,0,5,1800,0,5,5,0,0,NoTurnover
Myat 201-042-11,3,0,3,270,0,3,3,0,0,NoTurnover
Myat 201-042-25,1,0,1,71.25,0,1,1,0,0,NoTurnover
Myat 201-058-1,1,0,1,0,0,1,1,0,0,NoTurnover
Myat 201-058-2,1,0,1,315,0,1,1,0,0,NoTurnover
Myat 201-138-3,1,0,1,975,0,1,1,0,0,NoTurnover
Myat 201-138-4,5,0,5,3500,0,5,5,0,0,NoTurnover
Myat 301-012,19,0,19,189,0,19,19,0,0,NoTurnover
Myat 301-018,75,0,75,3349.5,0,75,75,0,0,NoTurnover
Myat 301-019,4,0,4,204,0,4,4,0,0,NoTurnover
Myat 301-042-3,7,0,7,761.25,0,7,7,0,0,NoTurnover
Myat 301-064,2,0,2,594,0,2,2,0,0,NoTurnover
Myat 301-065,1,6,7,1050,0,7,4,0,0,NoTurnover
Netgear GA311NA-AO,4,0,4,43.24,0,4,4,0,0,NoTurnover
Neumann EA 1,18,0,18,3978,0,18,18,0,0,NoTurnover
Neumann NDH 20,33,6,39,14364,0,39,36,0,0,NoTurnover
Neumann TLM 103-MT,4,8,12,9579.6,0,12,8,0,0,NoTurnover
Neutrik 103F,12,0,12,78.12,0,12,12,0,0,NoTurnover
Neutrik SCDF,50,0,50,32,0,50,50,0,0,NoTurnover
Neutrik W13MB (M-HOUSING),40,0,40,0.4,0,40,40,0,0,NoTurnover
Nicom TSL910B,6,1,7,11130,0,7,6.5,0,0,NoTurnover
Niles HDS-4 Used - Fair,1,0,1,0,0,1,1,0,0,NoTurnover
OC White PMB-1,1,0,1,35.75,0,1,1,0,0,NoTurnover
OC White PMB-2,4,0,4,143,0,4,4,0,0,NoTurnover
Omnia Audio Omnia VOLT Audio Processor for FM,1,0,1,2494.13,0,1,1,0,0,NoTurnover
Omnia Audio Omnia.11 FM (Non-HD) Multi-Band Audio Processor,4,0,4,37785,0,4,4,0,0,NoTurnover
Omnia Audio Omnia.7FM Multi-Band FM Audio Processor (Selectable FM or HD+Streaming),4,0,4,25180,0,4,4,0,0,NoTurnover
Omnimount 100 Used - Good,1,0,1,25.8,0,1,1,0,0,NoTurnover
Omnimount 25.0 C SPEAKER MOUNT,4,0,4,151.72,0,4,4,0,0,NoTurnover
Omnimount 25.0 W SPEAKER MOUNT,12,0,12,451.68,0,12,12,0,0,NoTurnover
Omnimount 400 AH Used - Fair,1,0,1,36.1,0,1,1,0,0,NoTurnover
On-Stage Stands DS6213,7,0,7,48.65,0,7,7,0,0,NoTurnover
On-Stage Stands MSA-9508,4,0,4,35.4,0,4,4,0,0,NoTurnover
On-Stage Stands SS7745,2,0,2,19.98,0,2,2,0,0,NoTurnover
Orban 5500i,12,0,12,29260,0,12,12,0,0,NoTurnover
Orban 5700I,25,1,26,97250.5,0,26,25.5,0,0,NoTurnover
Orban 6300,1,0,1,3367.5,0,1,1,0,0,NoTurnover
Orban 8400,2,0,2,4500,0,2,2,0,0,NoTurnover
Orban 8600 FM/HD Demo,1,0,1,0,0,1,1,0,0,NoTurnover
Orban 8600SI,1,0,1,7492.5,0,1,1,0,0,NoTurnover
Orban 8700i,8,0,8,91972.36,0,8,8,0,0,NoTurnover
Orban 9300,12,0,12,41817.5,0,12,12,0,0,NoTurnover
Orban 9400,2,0,2,11985,0,2,2,0,0,NoTurnover
PCM Cable PCM-KW-13,175,0,175,743.9,0,175,175,0,0,NoTurnover
PCM Cable PCM-KW-15,238,0,238,1023.4,0,238,238,0,0,NoTurnover
PCM Cable PCM-KW-18,222,0,222,954.6,0,222,222,0,0,NoTurnover
Panavise 110120B,2,0,2,68.98,0,2,2,0,0,NoTurnover
Paravel Systems Walltime,12,0,12,2596,0,12,12,0,0,NoTurnover
Parker-Roto RR2514-18TWFF,2,0,2,778,0,2,2,0,0,NoTurnover
OC White MB,6,0,6,253.5,0,6,6,0,0,NoTurnover
OC White AL-MBP1,38,0,38,3088.8,0,38,38,0,0,NoTurnover
OC White 61900-BG,1,0,1,161.85,0,1,1,0,0,NoTurnover
OC White 14100-B,3,2,5,130,0,5,4,0,0,NoTurnover
Nixer NIX00522,1,0,1,1709.89,0,1,1,0,0,NoTurnover
Norsat 3120,116,21,137,24325,0,137,126.5,0,0,NoTurnover
NotaBotYet Tally Helper 500,3,0,3,420,0,3,3,0,0,NoTurnover
NotaBotYet W15-R01-3,3,0,3,243,0,3,3,0,0,NoTurnover
Nott EN-6,1,0,1,0.01,0,1,1,0,0,NoTurnover
Numark CDN450,1,0,1,0.01,0,1,1,0,0,NoTurnover
OC White 11426-B,13,0,13,219.7,0,13,13,0,0,NoTurnover
OC White 11427,1,0,1,16.9,0,1,1,0,0,NoTurnover
OC White 11427-B,11,0,11,185.9,0,11,11,0,0,NoTurnover
OC White 11440-1,1,0,1,20.8,0,1,1,0,0,NoTurnover
OC White 13080-1,1,0,1,0.01,0,1,1,0,0,NoTurnover
OC White 13088,5,0,5,0.05,0,5,5,0,0,NoTurnover
OC White 14111-B,2,0,2,128.7,0,2,2,0,0,NoTurnover
OC White 61900-B,3,0,3,996.45,0,3,3,0,0,NoTurnover
OC White 14192,12,0,12,1474.2,0,12,12,0,0,NoTurnover
OC White 14192-B,10,0,10,1228.5,0,10,10,0,0,NoTurnover
OC White 14194-C-B,2,0,2,206.7,0,2,2,0,0,NoTurnover
OC White 14198-R-B,2,0,2,180.7,0,2,2,0,0,NoTurnover
OC White 14199-B,5,0,5,581.75,0,5,5,0,0,NoTurnover
OC White 14199-BG,11,0,11,1494.35,0,11,11,0,0,NoTurnover
OC White 14199-R,6,0,6,854.1,0,6,6,0,0,NoTurnover
OC White 14295-BG,2,0,2,219.7,0,2,2,0,0,NoTurnover
OC White 14295-C-B,2,0,2,206.7,0,2,2,0,0,NoTurnover
OC White 16200,3,0,3,4.86,0,3,3,0,0,NoTurnover
OC White 16231,9,0,9,105.3,0,9,9,0,0,NoTurnover
OC White 61900-3BG,1,0,1,340.6,0,1,1,0,0,NoTurnover
RFS 738304,2,0,2,150,0,2,2,0,0,NoTurnover
RFS 738305,3,0,3,105,0,3,3,0,0,NoTurnover
RFS 738311,1,0,1,50,0,1,1,0,0,NoTurnover
SKB 1SKB-H5020W,1,0,1,196.12,0,1,1,0,0,NoTurnover
SKB SKB-3423,1,0,1,240,0,1,1,0,0,NoTurnover
SSAC CS3116-115S,1,0,1,195,0,1,1,0,0,NoTurnover
SSAC FA155,6,0,6,645.12,0,6,6,0,0,NoTurnover
SSAC FA155-2,20,0,20,3438.4,0,20,20,0,0,NoTurnover
SSAC FB120A,6,0,6,1030.74,0,6,6,0,0,NoTurnover
SSAC FS152-60,3,0,3,148.38,0,3,3,0,0,NoTurnover
SSAC FS155-30RF,24,0,24,3200.25,0,24,24,0,0,NoTurnover
SSAC FS155-30T,30,0,30,3430.77,0,30,30,0,0,NoTurnover
SSAC FS155-90,2,0,2,480,0,2,2,0,0,NoTurnover
SSAC SCR430T,7,0,7,1052.38,0,7,7,0,0,NoTurnover
SSAC SCR490D,3,0,3,451.02,0,3,3,0,0,NoTurnover
SSAC SCR9L,2,0,2,300.7,0,2,2,0,0,NoTurnover
SSAC SFA430T,1,0,1,330,0,1,1,0,0,NoTurnover
SWC A3F,180,0,180,367.2,0,180,180,0,0,NoTurnover
SWC A3M,192,0,192,374.4,0,192,192,0,0,NoTurnover
